id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,league,season,jornada,fecha_descarga
3423,Kylian Mbappe-Lottin,10,886,11,9.70220810174942,2,2.5150726065039635,52,27,2,0,F,Real Madrid,9,7.472375184297562,10.809774279594421,2.7999667823314667,La-Liga,2025-2026,10,2025-10-30 16:00:57
10846,Julián Álvarez,10,794,6,5.159378491342068,2,3.0665366761386395,22,17,1,0,F,Atletico Madrid,5,3.6728232875466347,7.637867271900177,3.0547057799994946,La-Liga,2025-2026,10,2025-10-30 16:00:57
10930,Etta Eyong,10,826,6,6.505741871893406,3,1.6703463960438967,24,8,2,0,F,"Levante,Villarreal",6,6.505741871893406,6.4708163514733315,0.3054979722946882,La-Liga,2025-2026,10,2025-10-30 16:00:57
7008,Vinícius Júnior,10,716,5,3.756085805594921,4,2.9066833779215813,27,22,1,0,F M S,Real Madrid,4,3.012808196246624,7.838781118392944,2.2023639008402824,La-Liga,2025-2026,10,2025-10-30 16:00:57
9002,Vedat Muriqi,9,735,5,3.560269933193922,0,0.12538825068622828,25,4,1,1,F,Mallorca,4,2.816992323845625,4.052325740456581,1.7577132657170296,La-Liga,2025-2026,10,2025-10-30 16:00:57
227,Robert Lewandowski,7,329,4,4.8330285251140594,0,0.31363558769226074,15,1,0,0,F S,Barcelona,4,4.089750900864601,5.087703198194504,0.9979521185159683,La-Liga,2025-2026,10,2025-10-30 16:00:57
1235,Ante Budimir,10,825,4,4.074481278657913,0,0.19013910740613937,26,3,0,0,F S,Osasuna,2,1.8446484245359898,2.3249389827251434,0.6618976891040802,La-Liga,2025-2026,10,2025-10-30 16:00:57
2234,Mikel Oyarzabal,10,880,4,5.216597061604261,1,2.308058861643076,30,18,1,0,F,Real Sociedad,2,3.7300418354570866,6.897509083151817,2.29959798976779,La-Liga,2025-2026,10,2025-10-30 16:00:57
2543,Borja Iglesias,10,566,4,3.925562173128128,1,0.4555862080305815,16,7,2,0,F S,Celta Vigo,3,3.1822845675051212,4.3555005826056,1.0586532168090343,La-Liga,2025-2026,10,2025-10-30 16:00:57
4175,Pere Milla,8,537,4,3.5173658281564713,0,1.763093762099743,30,12,3,1,M S,Espanyol,4,3.5173658281564713,4.482506146654487,1.2333261333405972,La-Liga,2025-2026,10,2025-10-30 16:00:57
6170,André Silva,9,538,4,3.4521498354151845,0,0.6096672229468822,19,9,0,0,F S,Elche,4,3.4521498354151845,4.098626300692558,0.28855742514133453,La-Liga,2025-2026,10,2025-10-30 16:00:57
6441,Ferrán Torres,9,637,4,4.641658216714859,1,1.0737334787845612,25,9,1,0,F M S,Barcelona,4,4.641658216714859,7.231237053871155,2.0431098490953445,La-Liga,2025-2026,10,2025-10-30 16:00:57
6954,Juan Camilo Hernández,10,868,4,2.145306721329689,1,0.9156078081578016,30,8,1,0,F,Real Betis,4,2.145306721329689,4.738821603357792,1.8572508888319135,La-Liga,2025-2026,10,2025-10-30 16:00:57
8107,Jorge De Frutos,9,738,4,3.716087894514203,1,1.2556507214903831,16,10,0,0,F M,Rayo Vallecano,4,3.716087894514203,4.889242039993405,0.38442013040184975,La-Liga,2025-2026,10,2025-10-30 16:00:57
