id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,league,season,jornada,fecha_descarga
2399,Iñaki Williams,9,681,1,2.7497575245797634,0,0.6302201114594936,19,6,0,0,F M S,Athletic Club,0,2.0064799152314663,2.553615443408489,0.9117313176393508,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
2418,Álvaro Odriozola,1,59,1,0.5725881457328796,0,0.0,1,0,0,0,D,Real Sociedad,1,0.5725881457328796,0.5725881457328796,0.0,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
2453,Marc Bartra,6,489,1,0.29761403799057,0,0.0189009774476289,2,1,0,0,D S,Real Betis,1,0.29761403799057,1.8943336689844728,1.8943336689844728,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
2478,Carlos Soler,7,284,1,0.8231876865029335,0,1.0363442189991474,7,5,2,0,M S,Real Sociedad,1,0.8231876865029335,2.2631073966622357,1.509455205872655,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
2624,Djibril Sow,6,419,1,0.1971898972988128,0,0.517818421125412,3,2,1,0,M S,Sevilla,1,0.1971898972988128,1.8522654473781583,1.3388773500919342,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
3059,Axel Witsel,7,557,1,0.3934375941753387,0,0.2310930509120226,5,5,0,1,M,Girona,1,0.3934375941753387,2.8497690074145794,2.483046565204859,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
3264,Mauro Arambarri,10,883,1,1.4896910823881626,0,0.0725531950592994,14,1,1,0,M,Getafe,1,1.4896910823881626,1.341649793088436,0.1000744560733437,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
5654,Baptiste Santamaria,10,530,1,0.516353402286768,1,0.7424618415534496,6,4,2,0,M S,Valencia,1,0.516353402286768,1.985806155949831,1.7400809805840254,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
5666,Mouctar Diakhaby,7,449,1,0.632166750729084,0,0.0550495460629463,4,1,3,0,D S,Valencia,1,0.632166750729084,0.8095903322100639,0.7545407935976982,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
5681,Giovani Lo Celso,9,632,1,1.6410964205861092,2,1.8214340470731256,16,18,3,0,M S,Real Betis,1,1.6410964205861092,5.377596616744995,3.1544894576072693,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
5706,Dodi Lukebakio,2,180,1,0.0546624809503555,0,0.8578585088253021,2,9,0,0,M,Sevilla,1,0.0546624809503555,1.0068341195583344,0.2612600550055504,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
6087,Takuma Asano,5,269,1,0.5835999920964241,0,0.0,3,0,1,0,F M S,Mallorca,1,0.5835999920964241,0.6382756978273392,0.4914108011871576,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
6126,Ander Guevara,6,196,1,0.5025340914726257,0,0.1165409386157989,1,2,0,0,M S,Alaves,1,0.5025340914726257,0.6272070705890656,0.5106661347672343,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
6168,Leandro Cabrera,9,810,1,0.9399735182523729,0,0.2776698842644691,7,4,1,0,D,Espanyol,1,0.9399735182523729,2.812515791505575,2.591903993859887,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
6227,Brais Méndez,9,527,1,0.7010844238102436,1,0.8098460584878922,9,7,2,0,F M S,Real Sociedad,1,0.7010844238102436,2.687331646680832,1.9913483038544653,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
6427,Aitor Ruibal,7,295,1,1.471909984946251,0,0.3656926192343235,7,4,0,0,M S,Real Betis,1,1.471909984946251,2.441182617098093,0.8344365209341049,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
6433,Jules Koundé,10,653,1,0.3669164627790451,0,0.135122962296009,4,4,2,0,D S,Barcelona,1,0.3669164627790451,5.091866683214903,4.901120748370886,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
6740,Miguel Ángel Rubio,4,113,1,0.5629894137382507,0,0.0,1,0,0,0,D S,Espanyol,1,0.5629894137382507,0.0085325008258223,0.0085325008258223,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
7070,Santiago Comesaña,9,565,1,1.5232704058289528,1,0.985259674489498,8,8,2,0,M S,Villarreal,1,1.5232704058289528,6.531087195500732,4.923503777012229,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
7074,Nicolás González,7,504,1,1.522774875164032,0,1.2394132316112518,13,4,2,0,D F M S,Atletico Madrid,1,1.522774875164032,3.7526625990867615,1.8862744066864248,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
7174,Adrià Pedrosa,6,240,1,0.4182570688426494,0,0.4788475781679153,3,6,3,0,D S,"Elche,Sevilla",1,0.4182570688426494,2.650135889649391,1.9168286956846716,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
7236,Leander Dendoncker,9,782,1,0.3195981830358505,0,0.4225592985749244,5,6,2,0,M,Real Oviedo,1,0.3195981830358505,1.2992069330066442,0.698178781196475,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
7276,Robin Le Normand,10,888,1,1.0887540504336355,0,0.0,3,0,2,0,D,Atletico Madrid,1,1.0887540504336355,4.100982939824462,3.99866465292871,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
7308,Ander Barrenetxea,10,821,1,1.3097112867981195,3,3.2353704534471035,16,21,1,0,F M,Real Sociedad,1,1.3097112867981195,5.913992553949356,3.176606483757496,La-Liga,2025-2026,Jornada_10,2025-10-30 16:00:57
