id,player_name,games,time,position,team_title,league,season,goals_90,xG_90,assists_90,xA_90,shots_90,key_passes_90,yellow_cards_90,red_cards_90,npg_90,npxG_90,xGChain_90,xGBuildup_90
6816,Jean-Clair Todibo,36,3122,D S,Nice,Ligue-1,2021-2022,0.02882767456758488,0.07905993755002345,0.0,0.02192369159871878,0.5188981422165279,0.43241511851377323,0.1729660474055093,0.0,0.02882767456758488,0.07905993755002345,0.3466357075782883,0.3347756558269129
6882,Ghislain Konan,28,2427,D M,Reims,Ligue-1,2021-2022,0.037082818294190356,0.021553909940223756,0.11124845488257107,0.1320445135797573,0.7045735475896168,1.1495673671199012,0.037082818294190356,0.0,0.037082818294190356,0.021553909940223756,0.23050772254694857,0.1462735537133365
6885,Axel Disasi,32,2732,D S,Monaco,Ligue-1,2021-2022,0.03294289897510981,0.08248857719521004,0.0,0.012230416981429735,0.6588579795021963,0.2635431918008785,0.16471449487554907,0.0,0.03294289897510981,0.08248857719521004,0.2774194479643164,0.27120028333370283
7151,Thomas Foket,29,2252,D M S,Reims,Ligue-1,2021-2022,0.03996447602131439,0.021238761224501086,0.0,0.07067505089933347,0.3197158081705151,0.7992895204262876,0.1998223801065719,0.0,0.03996447602131439,0.021238761224501086,0.1696310571327038,0.10738381193735724
7240,Benoit Badiashile Mukinayi,24,1836,D S,Monaco,Ligue-1,2021-2022,0.04901960784313726,0.06587664190424132,0.0,0.015542210791917407,0.6862745098039216,0.14705882352941177,0.19607843137254904,0.0,0.04901960784313726,0.06587664190424132,0.3458400428587315,0.3449253862102827
7282,Giulian Biancone,33,2286,D M S,Troyes,Ligue-1,2021-2022,0.03937007874015748,0.08360156023097555,0.07874015748031496,0.0470232794530631,1.2204724409448817,0.5905511811023622,0.3937007874015748,0.0,0.03937007874015748,0.08360156023097555,0.20099008026877493,0.14364190175982677
7432,Reinildo,18,1539,D,Lille,Ligue-1,2021-2022,0.05847953216374269,0.03894092504218308,0.0,0.012558707695084007,0.3508771929824561,0.23391812865497075,0.4093567251461988,0.0,0.05847953216374269,0.03894092504218308,0.22203152095190964,0.20740513548211398
7574,Leo Petrot,22,1826,D S,Lorient,Ligue-1,2021-2022,0.04928806133625411,0.031938796729330886,0.0,0.006469575359780842,0.24644030668127054,0.09857612267250822,0.0,0.0,0.04928806133625411,0.031938796729330886,0.1704159180398088,0.1669820676877001
7614,Lucas Perrin,31,2516,D S,Strasbourg,Ligue-1,2021-2022,0.03577106518282989,0.019542619690376028,0.03577106518282989,0.02315057479718697,0.321939586645469,0.321939586645469,0.17885532591414943,0.0,0.03577106518282989,0.019542619690376028,0.31843093600322525,0.30098260731239385
7687,Jean Lucas,28,1455,M S,Monaco,Ligue-1,2021-2022,0.061855670103092786,0.21564382076570673,0.061855670103092786,0.09121459653389821,1.6082474226804122,1.0515463917525774,0.061855670103092786,0.061855670103092786,0.061855670103092786,0.21564382076570673,0.5564853791339496,0.28909532817983136
