id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,league,season,jornada,fecha_descarga
3423,Kylian Mbappe-Lottin,15,1321,16,13.543287087231874,4,5.405958216637373,71,43,3,0,F,Real Madrid,12,9.826898861676455,16.727373838424683,5.192305840551853,La-Liga,2025-2026,14,2025-12-04 15:13:25
227,Robert Lewandowski,12,634,8,8.373008079826832,1,1.3970622569322586,31,6,1,0,F S,Barcelona,7,6.143175296485424,9.182349890470505,2.505249008536339,La-Liga,2025-2026,14,2025-12-04 15:13:25
6441,Ferrán Torres,14,863,8,6.98558184504509,1,1.992237538099289,32,15,1,0,F M S,Barcelona,8,6.98558184504509,10.561245143413544,2.1472349986433983,La-Liga,2025-2026,14,2025-12-04 15:13:25
9002,Vedat Muriqi,13,1011,8,5.700732242316008,0,0.12538825068622828,33,4,1,1,F S,Mallorca,6,4.214176993817091,5.518080294132233,1.826283144298941,La-Liga,2025-2026,14,2025-12-04 15:13:25
10846,Julián Álvarez,15,1147,7,7.0463282242417336,2,4.1172824539244175,32,29,2,0,F S,Atletico Madrid,5,4.816495381295681,10.994536340236664,4.514826696366072,La-Liga,2025-2026,14,2025-12-04 15:13:25
10930,Etta Eyong,14,1168,6,7.822314754128456,3,2.3121059257537127,31,10,2,0,F,"Levante,Villarreal",6,7.079037129878998,7.616598501801491,0.635459927842021,La-Liga,2025-2026,14,2025-12-04 15:13:25
12160,Alberto Moleiro,14,852,6,3.3290980644524097,2,1.7265207432210445,22,13,2,0,F M S,Villarreal,6,3.3290980644524097,5.986531458795071,1.7189244497567415,La-Liga,2025-2026,14,2025-12-04 15:13:25
2234,Mikel Oyarzabal,13,1150,5,6.800868723541498,3,3.7605815567076206,39,23,1,0,F,Real Sociedad,2,4.571035888046026,9.241373345255852,3.335221018642187,La-Liga,2025-2026,14,2025-12-04 15:13:25
2543,Borja Iglesias,14,831,5,4.704903803765774,2,1.1083821803331375,22,13,2,0,F S,Celta Vigo,4,3.961626198142767,6.317554268985987,1.7935277037322521,La-Liga,2025-2026,14,2025-12-04 15:13:25
4175,Pere Milla,12,856,5,4.608182176947594,0,1.9138438664376736,39,16,4,1,F M S,Espanyol,5,4.608182176947594,5.762451769784093,1.6800705902278423,La-Liga,2025-2026,14,2025-12-04 15:13:25
6954,Juan Camilo Hernández,14,1228,5,4.0423832684755325,2,2.2095940187573433,42,16,2,0,F,Real Betis,5,4.0423832684755325,8.391085244715214,2.455325392074883,La-Liga,2025-2026,14,2025-12-04 15:13:25
7008,Vinícius Júnior,15,1094,5,6.1417892053723335,4,3.412137348204851,45,29,1,0,F M S,Real Madrid,4,4.655233949422836,11.255356803536415,3.5319702178239822,La-Liga,2025-2026,14,2025-12-04 15:13:25
11527,Lamine Yamal,11,906,5,5.191696964204311,7,3.8384719118475914,51,20,0,0,F M S,Barcelona,4,4.448419347405434,11.34832138568163,5.344599701464176,La-Liga,2025-2026,14,2025-12-04 15:13:25
1235,Ante Budimir,13,998,4,4.365839213132858,0,0.19013910740613937,30,3,0,0,F S,Osasuna,2,2.136006359010935,2.5760223772376776,0.6775475945323706,La-Liga,2025-2026,14,2025-12-04 15:13:25
2120,Gerard Moreno,7,460,4,2.1238149851560593,0,1.9053595252335072,12,11,0,0,F,Villarreal,3,1.3805373758077621,4.282047919929028,2.1956564970314503,La-Liga,2025-2026,14,2025-12-04 15:13:25
2252,Borja Mayoral,11,852,4,2.3829636070877314,1,0.5318673253059387,9,4,0,0,F S,Getafe,4,2.3829636070877314,2.2087222412228584,0.3407398387789726,La-Liga,2025-2026,14,2025-12-04 15:13:25
